season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,year,month,day
3,0,0,1,27.06,29.545,89,0.0,15,58,2012,9,2
4,0,1,2,25.42,31.06,43,8.9981,95,234,2012,10,1
1,0,1,3,5.74,7.575,80,8.9981,0,7,2011,2,10
4,0,0,1,14.76,18.18,71,7.0015,26,120,2012,11,10
4,0,1,2,18.86,22.725,100,15.0013,13,249,2011,12,6
1,1,0,1,11.48,12.12,38,30.0026,29,139,2012,1,2
2,0,1,1,13.94,16.665,81,8.9981,0,2,2011,4,14
1,0,1,2,5.74,8.335,63,7.0015,0,36,2011,1,6
1,0,1,2,10.66,11.365,44,27.9993,0,90,2012,1,19
3,0,1,1,30.34,34.09,58,12.998,0,4,2011,7,13
4,0,1,1,13.12,17.425,90,0.0,9,274,2011,12,5
3,0,0,1,27.06,31.06,65,15.0013,34,91,2011,7,17
4,0,1,2,19.68,23.485,77,8.9981,16,209,2012,10,9
3,0,0,1,32.8,37.88,55,15.0013,130,252,2011,8,6
2,0,0,1,22.14,25.76,88,0.0,44,107,2011,5,15
3,0,1,1,26.24,30.305,69,7.0015,1,8,2012,8,13
4,0,1,1,10.66,12.12,56,19.0012,0,1,2011,12,1
2,0,0,1,28.7,31.82,34,19.9995,226,436,2012,6,3
1,0,1,1,8.2,10.605,51,11.0014,3,66,2011,1,6
4,0,1,3,22.14,25.76,100,6.0032,10,199,2011,10,13
4,0,1,1,21.32,25.0,63,22.0028,8,116,2011,12,15
4,0,1,1,17.22,21.21,88,7.0015,6,49,2012,12,4
3,0,1,1,29.52,34.09,70,8.9981,32,636,2012,8,3
2,0,1,1,26.24,31.06,44,15.0013,33,176,2011,6,14
1,0,1,1,9.84,11.365,30,15.0013,11,146,2011,1,3
4,0,1,2,17.22,21.21,88,8.9981,7,333,2012,12,17
2,0,0,2,16.4,20.455,47,11.0014,72,126,2011,4,2
2,0,1,1,24.6,31.06,46,6.0032,55,148,2012,6,6
2,0,0,1,18.04,21.97,72,6.0032,12,38,2012,5,19
2,0,0,1,22.96,26.515,28,27.9993,65,146,2012,4,8
2,0,1,1,33.62,38.635,52,15.0013,63,454,2011,6,10
1,0,1,1,13.12,15.91,21,11.0014,12,62,2011,2,11
2,0,1,3,22.96,26.515,78,8.9981,29,139,2012,6,18
1,0,1,1,13.94,15.15,46,19.9995,1,25,2011,2,14
4,0,1,2,13.12,15.15,70,19.0012,0,24,2011,12,15
1,0,1,2,10.66,15.15,100,0.0,4,516,2012,2,17
2,0,1,1,27.88,31.82,44,12.998,89,296,2012,6,15
3,0,1,2,28.7,32.575,61,16.9979,69,277,2011,9,2
1,0,1,2,9.02,12.88,80,6.0032,5,49,2011,2,1
4,0,1,2,25.42,28.03,88,0.0,5,6,2012,10,4
3,0,1,1,32.8,37.12,49,16.9979,76,254,2011,8,5
4,0,1,2,13.94,16.665,100,8.9981,18,156,2011,11,7
2,0,1,1,14.76,17.425,62,15.0013,8,49,2011,5,4
2,0,1,1,22.96,26.515,94,12.998,5,14,2012,5,16
2,0,1,1,24.6,31.06,56,6.0032,1,4,2011,6,16
2,0,0,1,18.86,22.725,41,27.9993,119,185,2011,4,17
3,0,0,1,26.24,29.545,78,6.0032,8,17,2011,7,10
3,0,1,1,30.34,34.85,70,11.0014,25,154,2011,7,7
3,0,0,2,22.14,25.76,68,6.0032,44,136,2011,9,18
1,0,1,1,4.92,4.545,28,27.9993,4,152,2012,1,3
3,0,0,1,27.88,31.82,36,12.998,327,377,2012,9,15
4,0,1,2,21.32,25.0,77,11.0014,22,115,2011,10,18
2,0,1,1,25.42,31.06,46,15.0013,33,97,2011,6,14
1,0,1,1,8.2,9.09,40,23.9994,2,67,2011,2,3
1,0,1,1,9.02,10.605,37,16.9979,5,73,2011,2,3
1,0,0,1,5.74,10.605,80,0.0,2,13,2011,2,12
2,0,0,1,30.34,32.575,30,6.0032,279,347,2012,5,19
3,0,0,1,23.78,27.275,94,8.9981,2,6,2011,9,10
1,0,1,1,10.66,11.365,70,22.0028,0,39,2011,2,8
2,0,1,1,23.78,27.275,40,22.0028,71,182,2011,5,6
1,0,0,3,13.12,14.395,100,23.9994,0,23,2011,3,6
2,0,0,1,28.7,32.575,58,6.0032,221,354,2012,5,5
2,0,1,1,20.5,24.24,68,6.0032,16,45,2011,5,9
4,0,0,2,13.94,18.18,87,0.0,0,9,2012,12,16
3,0,1,3,22.96,26.515,94,0.0,1,21,2011,9,7
1,0,1,1,18.04,21.97,82,6.0032,1,120,2012,3,14
3,0,1,1,22.96,26.515,52,19.0012,6,35,2012,9,10
2,0,1,1,31.16,33.335,37,11.0014,25,128,2011,6,6
4,0,1,2,10.66,15.15,81,0.0,0,26,2011,12,14
4,0,1,1,22.96,26.515,94,8.9981,1,6,2011,10,14
2,0,0,1,28.7,32.575,70,12.998,86,146,2011,6,19
2,0,1,2,24.6,29.545,73,19.9995,45,59,2011,4,11
2,0,0,3,13.12,15.15,76,22.0028,97,93,2011,4,2
2,1,0,1,22.14,25.76,77,15.0013,4,34,2012,4,16
2,0,0,2,14.76,18.18,81,0.0,51,91,2011,4,9
2,0,1,2,9.84,11.365,93,16.9979,0,3,2011,4,1
3,0,0,2,28.7,32.575,54,7.0015,9,31,2012,7,14
4,0,0,2,15.58,19.695,94,0.0,17,153,2012,12,8
2,0,0,2,17.22,21.21,88,8.9981,94,136,2011,4,10
2,0,1,1,17.22,21.21,50,16.9979,7,128,2012,5,11
4,0,1,1,10.66,12.12,48,19.0012,0,16,2012,12,6
2,0,1,2,14.76,16.665,46,23.9994,26,61,2011,4,1
3,0,1,1,30.34,33.335,51,22.0028,51,139,2011,9,13
3,0,1,1,26.24,31.06,50,23.9994,53,433,2011,7,14
4,0,0,1,11.48,15.91,75,0.0,7,34,2011,12,4
4,0,1,1,24.6,30.305,60,6.0032,58,326,2012,10,5
2,0,1,1,35.26,40.15,47,19.9995,39,227,2011,6,1
3,0,0,1,36.08,38.635,32,23.9994,95,275,2012,7,1
2,0,1,1,24.6,31.06,43,12.998,111,679,2012,6,5
4,0,0,1,12.3,15.91,75,6.0032,20,54,2011,12,4
2,0,0,1,29.52,33.335,51,6.0032,138,260,2011,6,5
4,0,1,1,13.12,15.15,53,15.0013,30,597,2012,11,6
1,0,1,1,5.74,4.545,39,39.0007,7,129,2012,1,3
4,0,1,3,16.4,20.455,94,16.9979,15,287,2012,12,17
3,1,0,2,30.34,34.09,62,8.9981,115,211,2011,7,4
1,0,1,1,13.94,17.425,81,7.0015,6,84,2012,1,12
4,0,1,3,18.04,21.97,100,16.9979,0,64,2011,12,7
4,0,1,1,9.84,14.395,81,0.0,7,378,2011,12,9
1,0,1,1,18.86,22.725,36,12.998,26,152,2012,1,6
1,0,0,1,13.94,16.665,49,11.0014,27,181,2012,1,8
2,0,1,1,27.88,31.82,83,12.998,57,596,2012,6,12
1,0,1,2,8.2,9.09,37,19.0012,9,64,2011,1,7
3,0,1,1,32.8,37.88,55,11.0014,70,426,2011,7,5
4,0,1,2,10.66,13.635,81,7.0015,1,25,2012,12,7
2,0,1,2,21.32,25.0,83,8.9981,22,130,2011,5,13
3,0,1,3,24.6,27.275,88,7.0015,1,74,2011,9,7
1,0,0,1,10.66,12.12,56,16.9979,0,30,2012,1,8
2,0,1,1,29.52,32.575,38,7.0015,3,12,2011,6,2
3,0,0,1,20.5,24.24,72,11.0014,82,178,2011,9,18
2,0,1,2,19.68,23.485,88,7.0015,25,279,2012,5,3
2,0,1,1,21.32,25.0,59,12.998,29,219,2012,4,19
2,0,1,1,31.16,37.12,75,11.0014,37,139,2011,6,8
4,0,1,1,22.14,25.76,64,19.0012,22,102,2011,10,4
3,0,0,1,29.52,33.335,51,19.9995,180,303,2011,9,11
1,0,0,1,16.4,20.455,17,27.9993,3,3,2011,2,19
4,0,0,1,10.66,12.88,48,15.0013,12,153,2011,12,17
3,0,1,1,31.16,35.605,58,15.0013,35,382,2011,7,12
4,0,1,3,13.94,15.15,71,22.0028,1,40,2012,12,11
3,0,1,2,34.44,39.395,49,12.998,37,122,2012,7,17
3,0,1,1,21.32,25.0,72,0.0,24,533,2012,9,12
4,0,1,3,14.76,16.665,81,23.9994,9,87,2011,11,10
3,0,1,1,29.52,32.575,39,6.0032,85,406,2012,9,13
4,0,1,2,19.68,23.485,88,0.0,10,52,2011,10,17
1,0,1,1,12.3,16.665,49,0.0,6,78,2012,1,5
2,0,0,1,15.58,19.695,54,23.9994,89,95,2011,4,2
2,0,0,1,17.22,21.21,69,7.0015,9,50,2011,5,1
2,0,1,1,22.14,25.76,22,27.9993,78,626,2012,4,10
4,0,0,1,15.58,19.695,54,19.0012,102,213,2011,11,12
2,0,1,2,22.96,26.515,83,15.0013,12,67,2012,5,14
2,0,1,1,27.06,31.06,61,15.0013,49,220,2011,5,2
1,0,0,1,7.38,9.85,51,11.0014,6,22,2011,1,16
4,0,1,1,11.48,13.635,41,11.0014,7,183,2011,11,18
3,0,1,1,33.62,34.85,23,12.998,78,225,2011,7,1
4,0,1,1,11.48,15.91,75,0.0,4,243,2011,12,14
1,0,0,1,8.2,8.335,32,32.9975,12,83,2011,1,8
1,0,0,2,14.76,17.425,43,8.9981,5,21,2012,3,4
3,0,1,1,37.72,40.91,31,11.0014,57,187,2012,7,17
2,0,0,2,20.5,24.24,88,8.9981,5,30,2011,5,14
3,0,0,1,21.32,25.0,77,12.998,16,39,2012,9,9
3,0,1,1,26.24,29.545,78,22.0028,52,170,2011,8,15
2,0,1,1,18.86,22.725,72,15.0013,46,105,2011,5,6
1,0,1,1,10.66,12.88,52,15.0013,9,54,2011,1,4
1,0,1,2,18.04,21.97,44,16.9979,19,71,2011,2,17
3,0,1,1,22.96,26.515,73,6.0032,6,35,2012,9,14
1,0,1,3,13.94,15.91,0,16.9979,3,0,2011,3,10
4,0,0,1,17.22,21.21,71,11.0014,1,6,2011,10,15
2,0,0,1,22.96,26.515,56,6.0032,19,55,2012,6,17
1,0,0,1,13.12,16.665,57,7.0015,1,19,2012,1,7
1,0,1,1,4.92,7.575,54,8.9981,0,28,2011,1,13
1,0,0,3,9.02,12.12,93,7.0015,23,143,2012,2,11
4,0,1,2,16.4,20.455,76,11.0014,40,455,2011,10,3
3,0,0,1,32.8,38.635,59,16.9979,96,193,2012,8,4
1,0,1,2,9.84,9.85,32,30.0026,2,48,2011,2,8
3,0,0,1,30.34,34.85,66,6.0032,62,107,2011,7,10
2,0,1,1,23.78,27.275,73,19.9995,34,96,2011,5,2
1,0,1,1,18.04,21.97,58,12.998,18,189,2011,3,17
2,0,1,2,13.94,16.665,53,11.0014,2,19,2012,4,13
4,0,0,2,12.3,15.91,87,6.0032,10,84,2012,12,2
3,0,1,2,27.06,29.545,89,0.0,23,118,2011,7,13
3,0,0,1,31.98,37.12,59,0.0,68,202,2012,7,8
4,0,0,2,14.76,17.425,62,8.9981,11,108,2012,12,15
1,0,0,2,12.3,13.635,52,19.9995,2,21,2012,3,4
1,0,1,2,13.12,16.665,39,6.0032,8,138,2012,2,10
3,0,0,3,26.24,30.305,73,0.0,41,108,2012,8,19
2,0,0,1,25.42,28.03,88,8.9981,21,83,2011,6,18
2,0,1,1,26.24,31.06,41,8.9981,107,345,2012,6,6
4,0,1,2,23.78,27.275,94,23.9994,13,94,2011,10,19
2,0,1,1,23.78,27.275,46,7.0015,30,141,2011,6,3
2,0,1,1,21.32,25.0,68,0.0,2,33,2012,6,4
2,0,1,1,20.5,24.24,42,12.998,19,211,2012,5,10
4,0,1,1,20.5,24.24,77,7.0015,29,231,2011,10,6
1,0,1,1,16.4,20.455,43,15.0013,17,137,2012,1,6
4,0,1,1,22.96,26.515,56,19.0012,29,460,2011,11,14
4,0,1,1,13.94,18.18,87,0.0,2,6,2011,11,7
3,0,0,1,27.06,31.06,57,6.0032,44,143,2012,8,19
4,0,1,1,26.24,31.06,47,16.9979,66,525,2011,10,5
3,0,0,1,27.06,31.06,74,0.0,59,168,2011,9,11
4,0,1,2,11.48,13.635,52,15.0013,1,31,2012,12,13
4,0,1,1,10.66,13.635,75,7.0015,0,10,2012,12,7
4,0,1,1,9.84,14.395,75,0.0,3,42,2011,12,12
4,0,1,2,15.58,19.695,54,15.0013,15,188,2012,11,19
1,0,1,1,14.76,16.665,34,19.0012,19,178,2012,1,5
2,0,1,1,36.08,40.91,42,8.9981,15,134,2011,6,8
3,0,1,1,27.88,31.82,65,8.9981,18,38,2011,8,18
4,0,1,1,22.14,25.76,49,11.0014,31,165,2011,11,8
4,0,1,3,21.32,25.0,94,22.0028,13,117,2011,10,19
2,0,1,3,22.96,26.515,83,16.9979,26,176,2011,5,18
4,0,0,1,10.66,15.15,87,0.0,3,23,2011,12,4
2,0,1,3,23.78,27.275,73,11.0014,8,104,2011,6,16
1,0,1,1,4.92,6.06,50,15.0013,0,6,2012,2,13
1,0,1,3,14.76,17.425,87,12.998,12,162,2012,3,2
2,0,0,3,12.3,14.395,100,16.9979,3,11,2011,4,9
4,1,0,1,15.58,19.695,37,31.0009,64,183,2011,11,11
4,0,1,2,23.78,27.275,83,15.0013,33,285,2011,10,11
3,0,1,1,28.7,32.575,54,8.9981,1,4,2011,8,10
1,0,1,3,10.66,13.635,81,7.0015,2,73,2012,2,8
2,0,1,2,21.32,25.0,72,6.0032,0,17,2012,5,1
4,0,1,1,20.5,24.24,59,19.0012,8,118,2012,10,15
1,0,0,2,12.3,14.395,36,15.0013,3,12,2012,2,19
2,0,1,1,31.98,34.85,43,15.0013,62,181,2011,6,17
1,0,0,1,6.56,7.575,47,15.0013,5,71,2012,1,14
1,0,1,2,8.2,11.365,86,6.0032,5,127,2012,1,9
4,0,0,1,18.04,21.97,62,16.9979,142,331,2012,12,2
1,0,1,1,13.12,15.15,49,16.9979,0,61,2012,2,2
4,0,0,1,22.14,25.76,37,0.0,280,347,2012,11,10
4,0,1,1,28.7,32.575,65,0.0,49,544,2012,10,3
2,0,1,2,31.16,36.365,70,7.0015,32,400,2011,6,9
3,0,0,1,24.6,28.79,78,16.9979,2,7,2012,8,18
2,0,0,2,29.52,32.575,37,16.9979,244,349,2012,6,16
3,0,1,1,28.7,32.575,61,0.0,6,31,2012,8,15
3,0,1,1,27.06,30.305,83,11.0014,5,162,2012,8,9
1,0,1,2,9.84,12.12,87,8.9981,3,95,2012,2,8
4,0,1,1,18.04,21.97,62,8.9981,21,114,2011,11,1
1,0,0,1,18.04,21.97,38,16.9979,16,93,2012,1,7
3,0,1,1,32.8,36.365,43,8.9981,42,117,2011,8,17
4,0,1,3,24.6,27.275,88,0.0,6,128,2012,10,2
3,0,0,1,31.16,36.365,70,11.0014,16,55,2012,7,7
4,0,1,2,29.52,33.335,54,12.998,57,231,2012,10,4
1,0,1,1,13.94,15.91,39,19.0012,13,104,2012,1,5
1,0,0,1,18.86,22.725,55,27.9993,13,53,2012,1,1
1,0,1,2,10.66,13.635,56,8.9981,10,195,2011,2,4
2,0,1,2,18.86,22.725,88,11.0014,8,128,2012,5,3
1,0,0,1,5.74,7.575,43,11.0014,0,28,2012,2,12
3,0,1,2,25.42,27.275,94,23.9994,2,5,2012,9,18
4,0,1,1,21.32,25.0,39,12.998,104,839,2012,10,16
3,0,1,1,35.26,39.395,41,7.0015,80,201,2012,8,9
2,0,1,1,25.42,31.06,43,0.0,109,225,2012,5,18
2,0,1,2,28.7,31.82,24,36.9974,40,133,2011,4,4
4,0,1,1,14.76,17.425,93,8.9981,28,95,2011,11,7
4,0,1,1,22.96,26.515,64,8.9981,80,540,2011,10,17
3,0,0,1,26.24,28.79,83,11.0014,70,77,2011,7,3
1,0,1,1,10.66,11.365,65,26.0027,12,332,2012,3,7
1,0,1,1,17.22,21.21,82,0.0,8,140,2012,2,2
1,0,0,1,12.3,14.395,36,16.9979,1,50,2012,3,10
4,0,1,2,22.96,26.515,64,6.0032,26,174,2011,11,15
4,0,0,1,18.04,21.97,62,8.9981,45,140,2012,10,6
1,0,1,1,10.66,13.635,35,7.0015,12,55,2011,1,6
3,0,0,1,30.34,34.85,66,11.0014,116,176,2011,8,14
1,0,1,1,13.12,17.425,61,0.0,0,2,2012,3,2
3,0,1,1,32.8,37.88,55,15.0013,72,133,2012,8,9
4,0,1,2,24.6,28.79,78,11.0014,36,139,2011,10,11
2,0,1,1,37.72,42.425,35,12.998,40,100,2011,6,9
3,0,1,3,26.24,28.79,89,6.0032,3,93,2011,9,7
3,0,1,2,27.88,12.12,69,19.9995,57,198,2012,8,17
2,0,1,1,13.94,15.15,57,19.9995,9,52,2012,4,11
1,0,1,1,7.38,9.85,59,8.9981,2,89,2012,3,5
3,0,0,2,27.88,31.82,89,7.0015,8,11,2012,7,15
3,0,1,2,27.06,30.305,83,12.998,58,117,2012,7,9
4,0,0,3,14.76,17.425,93,11.0014,33,220,2012,12,9
2,0,1,1,13.12,15.15,81,16.9979,5,59,2011,4,7
1,0,1,1,21.32,25.0,55,11.0014,11,122,2012,3,1
4,0,0,1,18.86,22.725,51,19.9995,18,49,2011,11,13
1,0,0,3,17.22,21.21,88,16.9979,9,26,2011,1,1
3,0,1,2,26.24,29.545,78,16.9979,6,97,2011,8,18
3,0,1,2,22.14,25.76,77,31.0009,29,193,2011,9,15
1,0,1,1,6.56,6.82,47,26.0027,0,1,2011,1,3
1,0,0,1,18.86,22.725,51,19.9995,101,164,2012,1,1
4,0,0,2,9.84,14.395,75,0.0,0,11,2012,12,15
1,0,1,1,9.84,10.605,52,19.0012,13,55,2011,3,1
1,0,1,2,11.48,14.395,93,7.0015,0,1,2012,2,17
1,0,1,1,11.48,13.635,61,11.0014,1,9,2012,2,8
2,0,1,3,25.42,28.79,83,16.9979,24,127,2011,6,16
1,0,1,2,12.3,14.395,42,15.0013,8,91,2011,2,4
3,0,1,1,28.7,32.575,70,6.0032,21,116,2011,8,1
3,0,1,1,34.44,41.665,59,22.0028,80,293,2011,7,11
2,0,1,3,18.86,22.725,94,19.9995,0,5,2011,4,5
1,0,1,2,8.2,9.85,69,15.0013,2,5,2011,1,7
2,0,0,1,17.22,21.21,82,6.0032,5,47,2011,5,7
2,0,1,1,26.24,30.305,65,6.0032,5,15,2011,6,7
3,0,1,2,31.16,34.85,55,6.0032,0,4,2011,8,3
4,0,1,3,12.3,12.88,87,35.0008,0,6,2011,12,7
1,0,1,1,8.2,9.85,51,12.998,3,40,2011,1,5
4,0,1,1,13.94,16.665,81,8.9981,3,12,2011,11,3
4,0,1,1,18.04,21.97,51,27.9993,33,161,2011,11,4
4,0,1,1,18.86,22.725,82,8.9981,2,3,2011,12,16
3,0,1,1,28.7,32.575,65,15.0013,39,415,2011,8,5
4,0,1,1,21.32,25.0,52,8.9981,28,175,2011,11,8
3,0,1,1,35.26,39.395,44,15.0013,98,212,2012,8,2
3,0,0,2,29.52,34.09,70,11.0014,46,58,2011,9,4
4,0,1,1,18.86,22.725,55,11.0014,32,157,2011,11,2
2,0,1,1,26.24,30.305,73,6.0032,44,136,2012,6,19
3,0,0,1,31.98,37.12,62,15.0013,138,211,2011,8,6
2,0,1,1,22.14,25.76,37,12.998,38,142,2012,5,11
2,0,1,1,31.16,33.335,31,26.0027,128,245,2012,6,8
4,0,0,2,16.4,20.455,82,22.0028,27,98,2011,10,1
4,0,0,1,23.78,27.275,32,19.0012,177,264,2011,10,15
4,0,1,2,9.84,12.88,60,7.0015,5,222,2012,12,6
3,0,1,1,24.6,30.305,64,6.0032,46,292,2012,9,13
3,0,0,1,27.88,31.82,83,8.9981,6,9,2012,7,15
3,0,1,2,27.88,31.82,89,0.0,0,7,2011,8,4
3,0,1,1,26.24,29.545,78,7.0015,12,160,2012,8,15
1,0,1,2,9.02,11.365,87,8.9981,0,64,2011,2,1
3,0,1,3,22.14,25.76,83,23.9994,16,90,2011,9,6
4,0,1,1,18.04,21.97,51,8.9981,1,41,2012,10,11
4,0,1,1,13.94,17.425,46,7.0015,12,178,2011,12,1
3,0,0,1,28.7,32.575,65,15.0013,153,200,2011,9,3
3,1,0,1,26.24,28.79,83,6.0032,43,76,2011,7,4
1,0,1,1,8.2,9.09,27,19.9995,4,76,2011,2,10
1,0,0,1,16.4,20.455,37,19.9995,77,266,2012,1,8
2,0,1,3,14.76,16.665,87,22.0028,1,8,2011,5,4
4,0,0,1,17.22,21.21,35,8.9981,159,227,2011,11,5
1,0,0,2,16.4,20.455,82,19.0012,5,27,2011,3,6
1,1,0,1,8.2,9.85,51,12.998,4,67,2011,1,17
3,0,1,1,28.7,32.575,48,6.0032,35,171,2011,8,11
1,0,1,1,9.84,11.365,44,12.998,2,15,2012,3,5
2,0,1,2,16.4,20.455,66,8.9981,15,155,2011,4,7
2,0,1,2,27.88,31.82,89,6.0032,7,121,2011,6,1
2,0,1,2,27.88,31.82,61,8.9981,45,432,2011,6,7
4,0,1,2,22.14,25.76,94,7.0015,20,447,2012,10,19
1,0,0,2,18.86,22.725,67,22.0028,27,62,2011,3,5
4,0,1,1,9.02,12.88,87,6.0032,6,199,2011,12,2
3,0,1,1,29.52,34.09,66,11.0014,43,121,2011,9,14
3,0,1,1,35.26,40.15,47,19.9995,39,472,2011,7,12
3,0,1,1,28.7,31.82,45,7.0015,6,40,2011,8,11
2,0,1,2,26.24,31.06,44,19.0012,86,182,2012,4,4
3,0,1,1,27.88,31.82,79,15.0013,0,14,2012,8,3
4,0,1,2,10.66,12.12,56,19.0012,3,115,2012,11,7
3,0,1,1,34.44,39.395,49,19.9995,47,246,2012,7,5
4,1,0,1,13.12,15.91,39,11.0014,17,182,2011,11,11
1,0,1,1,27.88,31.82,39,11.0014,84,247,2011,3,18
2,0,1,2,24.6,29.545,73,0.0,28,97,2011,5,2
3,0,1,2,32.8,39.395,63,23.9994,39,102,2011,7,8
4,0,1,1,21.32,25.0,72,0.0,20,134,2011,10,5
2,0,1,1,28.7,31.82,37,0.0,53,174,2011,6,13
4,0,1,3,22.14,25.76,88,0.0,4,12,2012,10,19
2,0,1,1,18.86,22.725,67,19.0012,27,161,2011,5,6
1,0,0,1,13.12,14.395,42,30.0026,1,29,2011,1,2
4,0,1,2,12.3,15.91,61,6.0032,4,126,2012,11,16
1,0,0,1,7.38,9.85,47,11.0014,7,50,2011,1,16
1,0,1,1,18.04,21.97,38,12.998,13,133,2012,2,7
1,0,0,1,17.22,21.21,44,32.9975,81,101,2011,3,12
2,0,1,1,13.94,17.425,71,7.0015,16,368,2012,4,10
2,0,1,1,18.86,22.725,94,12.998,1,12,2011,4,11
2,0,1,1,28.7,32.575,61,6.0032,68,665,2012,5,15
2,0,1,1,19.68,23.485,31,19.0012,54,299,2012,4,12
4,0,1,3,18.86,22.725,77,31.0009,2,29,2012,12,11
3,0,1,1,30.34,34.85,66,16.9979,34,190,2012,7,18
4,0,1,1,22.14,25.76,60,19.9995,32,187,2011,10,5
4,1,0,2,28.7,31.82,45,6.0032,154,248,2011,10,10
2,0,1,1,22.14,25.76,77,19.0012,46,236,2011,5,19
2,0,1,1,27.06,31.06,57,16.9979,60,168,2012,6,14
1,0,0,1,8.2,9.09,44,22.0028,7,95,2011,1,8
2,0,1,1,13.94,17.425,81,7.0015,0,16,2011,5,6
1,0,1,3,16.4,20.455,0,11.0014,0,17,2011,3,10
3,0,0,1,31.16,34.09,40,8.9981,235,342,2012,8,12
3,0,1,1,28.7,32.575,48,0.0,34,123,2011,8,11
2,0,0,2,15.58,19.695,87,6.0032,12,45,2011,4,9
2,0,1,1,25.42,31.06,33,16.9979,54,107,2011,6,3
4,0,1,2,13.12,15.15,53,19.0012,24,188,2012,11,7
2,0,0,1,15.58,19.695,62,22.0028,111,85,2011,4,2
4,0,1,1,27.06,30.305,78,12.998,22,111,2011,10,13
2,0,0,1,24.6,28.79,78,7.0015,21,41,2012,6,10
4,0,1,1,8.2,12.88,80,0.0,0,92,2011,12,13
2,0,1,1,26.24,30.305,73,6.0032,40,288,2012,6,19
3,0,0,1,34.44,41.665,59,11.0014,69,187,2012,7,7
1,0,1,1,12.3,14.395,28,12.998,14,111,2011,2,11
4,0,1,1,11.48,12.88,36,26.0027,12,411,2012,11,8
3,0,1,1,32.8,37.88,55,0.0,51,130,2012,8,2
3,0,0,2,29.52,34.09,66,11.0014,204,176,2011,9,3
4,0,0,1,19.68,23.485,33,12.998,243,354,2012,10,13
2,1,0,1,16.4,20.455,76,0.0,0,3,2011,4,15
1,0,1,1,5.74,7.575,74,8.9981,3,217,2011,2,4
1,0,0,2,6.56,8.335,74,11.0014,0,5,2011,1,8
1,0,1,1,0.82,2.275,41,12.998,0,2,2012,1,4
3,0,0,2,24.6,29.545,73,8.9981,3,8,2012,8,19
1,0,0,2,17.22,21.21,100,19.9995,4,27,2011,3,6
3,0,0,3,29.52,34.85,74,6.0032,263,230,2012,9,2
2,0,1,1,24.6,31.06,40,16.9979,82,262,2011,5,6
3,0,1,1,30.34,34.09,58,19.0012,62,116,2011,8,15
4,0,1,1,24.6,31.06,53,8.9981,45,397,2012,12,3
4,0,0,1,15.58,19.695,87,8.9981,77,268,2012,12,8
2,0,0,1,28.7,31.82,39,8.9981,203,229,2012,5,19
4,0,1,1,10.66,14.395,70,6.0032,6,32,2011,12,2
2,0,1,1,28.7,31.82,34,16.9979,55,145,2011,6,13
1,0,1,3,18.04,21.97,0,15.0013,3,11,2011,3,10
3,0,1,1,29.52,33.335,51,12.998,37,147,2011,9,12
3,0,1,1,38.54,42.425,33,0.0,49,154,2012,7,18
2,0,1,1,21.32,25.0,55,19.0012,9,81,2011,4,18
4,0,1,2,13.94,15.91,66,15.0013,8,449,2011,12,15
1,0,0,1,9.84,12.88,81,6.0032,1,3,2012,2,4
3,0,1,1,37.72,41.665,33,23.9994,71,183,2012,7,5
3,0,0,1,31.16,34.85,55,8.9981,95,173,2011,7,10
3,0,0,1,29.52,34.09,62,6.0032,125,282,2012,8,11
1,0,0,1,6.56,6.82,47,23.9994,4,62,2012,1,14
1,0,1,2,8.2,10.605,37,11.0014,9,63,2011,1,7
4,0,1,1,8.2,11.365,69,6.0032,4,16,2011,12,12
3,0,0,1,29.52,35.605,84,8.9981,20,64,2012,8,4
1,0,1,3,13.12,15.15,93,15.0013,1,92,2012,1,11
3,0,1,1,27.06,31.06,74,12.998,31,241,2011,9,13
4,0,1,2,22.96,26.515,83,0.0,1,5,2012,10,19
2,0,1,1,22.14,25.76,56,19.9995,6,107,2011,6,14
3,1,0,2,31.16,34.85,55,6.0032,177,172,2011,7,4
2,0,1,1,22.96,26.515,73,15.0013,43,770,2012,5,2
3,0,1,1,29.52,34.09,62,15.0013,38,192,2011,8,17
3,0,1,3,22.14,25.76,94,23.9994,1,7,2011,9,6
2,0,1,1,28.7,32.575,65,7.0015,8,33,2012,6,11
1,0,1,2,9.84,12.12,65,11.0014,2,69,2011,2,4
3,0,1,1,31.16,35.605,62,19.0012,98,394,2012,8,10
3,0,0,1,36.9,40.91,37,35.0008,164,286,2012,8,5
4,0,1,1,18.04,21.97,58,12.998,17,119,2012,10,10
4,0,1,1,12.3,16.665,87,0.0,0,4,2011,11,2
1,0,1,1,13.12,15.15,22,15.0013,11,129,2012,2,13
2,0,0,1,26.24,31.06,53,0.0,255,327,2012,6,17
2,0,1,1,18.04,21.97,38,12.998,59,133,2012,4,13
2,0,1,2,25.42,30.305,69,8.9981,44,174,2011,5,2
4,0,0,1,13.94,16.665,76,12.998,5,24,2011,10,2
2,0,0,1,23.78,27.275,88,0.0,24,51,2012,5,5
4,0,1,2,24.6,31.06,43,11.0014,80,225,2012,10,1
2,0,1,1,20.5,24.24,31,12.998,84,318,2012,4,5
2,0,1,1,21.32,25.0,59,8.9981,28,128,2011,5,9
4,0,1,1,26.24,28.79,89,0.0,27,711,2012,10,4
1,0,1,1,5.74,7.575,69,8.9981,0,117,2011,1,14
4,0,1,2,24.6,29.545,73,12.998,42,138,2011,10,11
